old_key,new_key,default_value_en,default_value_de,context,file_source
enum.identifier.PURL,dmp.enum.identifier.PURL,purl,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.ROR,dmp.enum.identifier.ROR,ror,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.URL,dmp.enum.identifier.URL,url,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.URN,dmp.enum.identifier.URN,urn,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.securitymeasure.ADDITIONAL_LOGIN,dmp.enum.securitymeasure.ADDITIONAL_LOGIN,additional log-in for specific applications,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.securitymeasure.AUTOMATIC_LOCKING_OF_CLIENTS,dmp.enum.securitymeasure.AUTOMATIC_LOCKING_OF_CLIENTS,automatic locking of clients (timeout),,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.securitymeasure.ENCRYPTION_OF_SYSTEMS,dmp.enum.securitymeasure.ENCRYPTION_OF_SYSTEMS,encryption of systems,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.securitymeasure.INDIVIDUAL_LOGIN,dmp.enum.securitymeasure.INDIVIDUAL_LOGIN,individual log-in and password,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.securitymeasure.LOCKED_STORAGE,dmp.enum.securitymeasure.LOCKED_STORAGE,keep printouts of sensitive data in locked storage,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.securitymeasure.OTHER,dmp.enum.securitymeasure.OTHER,other measures,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
env.text,ui.env.text,This instance is used for developing and testing the web application. Contents may be changed or deleted at any time without prior notice.,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
env.title,ui.env.title,Test Environment,,Page or section title,apps/damap-frontend/src/assets/i18n/layout/en.json
fair,dmp.fair,FAIR,,General UI text,libs/damap/src/assets/i18n/templates/en.json
form.changes.saved,ui.form.changes.saved,All changes have been saved.,,General UI text,libs/damap/src/assets/i18n/templates/en.json
form.changes.unsaved,ui.form.changes.unsaved,You have unsaved changes.,,General UI text,libs/damap/src/assets/i18n/templates/en.json
form.error.doi,ui.form.error.doi,Invalid DOI. Must be formatted as 10.1234/56789 or https://doi.org/10.1234/56789 or doi:10.1234/56789,,Error message,libs/damap/src/assets/i18n/templates/en.json
form.error.duplicateDoi,ui.form.error.duplicateDoi,DOI already added.,,Error message,libs/damap/src/assets/i18n/templates/en.json
form.error.empty,ui.form.error.empty,Please provide a valid value.,,Error message,libs/damap/src/assets/i18n/templates/en.json
form.error.maxlength,ui.form.error.maxlength,Value must not exceed {{value}} characters.,,Error message,libs/damap/src/assets/i18n/templates/en.json
form.error.orcid,ui.form.error.orcid,Invalid ORCID iD.,,Error message,libs/damap/src/assets/i18n/templates/en.json
form.error.pattern.currency,ui.form.error.pattern.currency,"Invalid input, please use the following format: 1234.56",,Error message,libs/damap/src/assets/i18n/templates/en.json
form.error.required,ui.form.error.required,Please provide a value.,,Error message,libs/damap/src/assets/i18n/templates/en.json
form.error.uri,ui.form.error.uri,Invalid URI,,Error message,libs/damap/src/assets/i18n/templates/en.json
form.error.url,ui.form.error.url,Invalid URL. Must be formatted as https://example.com,,Error message,libs/damap/src/assets/i18n/templates/en.json
gdpr.info,gdpr.info,"This is the complete list of your personal data that we collect and that is necessary for the application to run. It is comprised of data entries used to manage your access to your DMPs, as well as entries made when you are referenced as Contributor an a DMP.",,Help or information text,libs/damap/src/assets/i18n/gdpr/en.json
gdpr.title,gdpr.title,GDPR,,Page or section title,libs/damap/src/assets/i18n/gdpr/en.json
heading,ui.consent.heading,Data Protection Declaration of Consent DAMAP,,General UI text,apps/damap-frontend/src/assets/i18n/consent/en.json
help.ethical.ethicalIssues,help.ethical.ethicalIssues,"For example: Your research involves human embryos, foetuses, cells or tissues, animals, activities that may adversely affect the environment or the health and safety of involved persons, artificial intelligence, activities outside the EU, or there are dual use or misuse aspects that must be addressed.",,Help or information text,libs/damap/src/assets/i18n/help/en.json
help.ethical.humanParticipants,help.ethical.humanParticipants,"The participation may include activities such as interviews, prototype testing, observations, surveys, etc.",,Help or information text,libs/damap/src/assets/i18n/help/en.json
help.legal.personalDataCompliance,help.legal.personalDataCompliance,Make sure you follow your institutions guidance on informed consent.,,Help or information text,libs/damap/src/assets/i18n/help/en.json
help.legal.sensitiveDataSecurity,help.legal.sensitiveDataSecurity,"Referring to physical security, network security, and security of computer systems and files.",,Help or information text,libs/damap/src/assets/i18n/help/en.json
http.error.0,http.error.0,"Service can not be reached, please retry later. If the issue persists contact [insert contact for technical issue].",,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.404,http.error.404,The requested resource could not be found.,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.500,http.error.500,"An error occurred, please contact [insert contact for technical issue].",,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.503,http.error.503,"Service is currently unavailable, please retry later.",,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.access.delete,http.error.access.delete,Failed to remove access. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.access.load,http.error.access.load,Failed to load access information. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.access.save,http.error.access.save,Failed to update access. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.consent.edit,http.error.consent.edit,Failed to update consent preferences.,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.consent.one,http.error.consent.one,Failed to retrieve consent preferences.,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.document,http.error.document,An unexpected error occurred while generating your document. If the issue persists contact [insert contact for technical issue].,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.fileanalysis,http.error.fileanalysis,Failed to analyse file. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.openaire,http.error.openaire,"Failed to get dataset information from OpenAIRE, please retry later.",,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.person.search,http.error.person.search,Failed to find person. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.plans.delete,http.error.plans.delete,Failed to delete DMP. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.plans.load.all,http.error.plans.load.all,Failed to load all DMPs. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.plans.load.one,http.error.plans.load.one,Failed to load DMPs. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.plans.load.yours,http.error.plans.load.yours,Failed to load your DMPs. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.plans.save,http.error.plans.save,Failed to save DMP. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.plans.update,http.error.plans.update,Failed to update DMP. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.projectmembers,http.error.projectmembers,Failed to load project members. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.projects,http.error.projects,Failed to load projects. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.repositories.all,http.error.repositories.all,Failed to load repositories. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.repositories.one,http.error.repositories.one,Failed to load repository details. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.repositories.recommended,http.error.repositories.recommended,Failed to load recommended repositories. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.repositories.search,http.error.repositories.search,Failed to search repositories. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.standard,http.error.standard,Failed to load resource. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.storageErrors.invalidUrl,http.error.storageErrors.invalidUrl,The provided URL is not valid.,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.storageErrors.lastTranslation,http.error.storageErrors.lastTranslation,The last translation for a given storage cannot be deleted.,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.storageErrors.stillInUse,http.error.storageErrors.stillInUse,Storage is used in at least one DMP and therefore cannot be deleted.,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.storages,http.error.storages,Failed to load storages. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.versions.load,http.error.versions.load,Failed to load DMP versions. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.versions.revision,http.error.versions.revision,Failed to load DMP revision. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.error.versions.save,http.error.versions.save,Failed to save DMP version. ,,Error message,libs/damap/src/assets/i18n/http/en.json
http.success.storage.add,http.success.storage.add,Storage created successfully.,,Success notification,libs/damap/src/assets/i18n/http/en.json
http.success.storage.delete,http.success.storage.delete,Storage deleted successfully.,,Success notification,libs/damap/src/assets/i18n/http/en.json
http.success.storage.edit,http.success.storage.edit,Storage updated successfully.,,Success notification,libs/damap/src/assets/i18n/http/en.json
http.success.storage.translations.add,http.success.storage.translations.add,Storage translation created successfully.,,Success notification,libs/damap/src/assets/i18n/http/en.json
http.success.storage.translations.delete,http.success.storage.translations.delete,Storage translation deleted successfully.,,Success notification,libs/damap/src/assets/i18n/http/en.json
http.success.storage.translations.edit,http.success.storage.translations.edit,Storage translation updated successfully.,,Success notification,libs/damap/src/assets/i18n/http/en.json
info.cris,info.cris,Option currently selected in the CRIS system: {{value}}.,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.dataset.none,info.dataset.none,"Research data is all digital objects created in the course of academic work, for instance, measurements, surveys, observations, simulations, interviews, and software.<br>If you still believe you will not generate or reuse any data in your project, we recommend manually filling in the original DMP templates instead of using the DMP tool.<br>FWF: Please fill in the required administrative information in section I.1 and explain why the project will not produce or use data in section I.2 Data management responsibilities and resources. The rest of the template should be empty.<br>EU (Horizon Europe): Please fill in the required administrative information on pages 1-3 and explain why the project will not produce or use data in section 1 Data summary. If applicable, enter information in section 3 Other research outputs.",,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.dataset.unknown,info.dataset.unknown,"This is a good time to think about your expectations. You should already have an idea of what kind of (digital) material you will be creating or analysing in your project, even if it is still vague and you don’t have specific details. If this is the case, click on “Specify datasets.” and describe the expected material as well as possible in this early stage. You can mention in the DMP (= your export document from the tool) that the data description is a broad estimation that will be updated in a later version of the DMP. If you come to the conclusion that you will not create or analyse any data, click on “No data will be created or analysed.” and follow the instructions there.",,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.documentation.metadata,info.documentation.metadata,"In archives, metadata is used to create consistent and structured descriptions of resources and their characteristics. Metadata is independent and can either be stored together with the resources it describes or separately. Metadata plays a key role in the future of your stored research data: it contains important information which for example enables you and others to search for and find your data.
A metadata set consists mainly of descriptive categories, the so-called elements and their values. To facilitate communication with other systems, predefined standards are used for the elements and controlled vocabularies for the values.",,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.committeeReviewed.mail.link,info.ethical.committeeReviewed.mail.link,https://www.tuwien.at/forschung/fti-support/responsible-research-practices/research-ethics-committee,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.committeeReviewed.mail.text,info.ethical.committeeReviewed.mail.text,institution's Ethic's Committee,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.committeeReviewed.prefix,info.ethical.committeeReviewed.prefix,"Please note that you must address (potential) ethical issues in separate documents according to the requirements of the relevant funding body. The DMP only serves to help identify some ethical issues.
Please contact your ",,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.committeeReviewed.suffix,info.ethical.committeeReviewed.suffix, for additional information and support. You must do so if your planned research involves any human participation.,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.ethicalIssues.researchEthics.link,info.ethical.ethicalIssues.researchEthics.link,https://www.tuwien.at/index.php?eID=dms&s=4&path=Richtlinien%20und%20Verordnungen/Code%20of%20Conduct%20fuer%20wissenschaftliches%20Arbeiten.pdf,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.ethicalIssues.researchEthics.text,info.ethical.ethicalIssues.researchEthics.text,institution's code of conduct,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.ethicalIssues.text,info.ethical.ethicalIssues.text,Your research plan may require ethical review. Inform yourself by consulting your ,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.humanParticipants.middle,info.ethical.humanParticipants.middle, or consult your institution's ,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.humanParticipants.prefix,info.ethical.humanParticipants.prefix,"An informed consent for participation (in addition to an informed consent to data processing) is required. For more information, see an ",,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.humanParticipants.researchEthics.link,info.ethical.humanParticipants.researchEthics.link,https://www.tuwien.at/forschung/fti-support/responsible-research-practices,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.humanParticipants.researchEthics.text,info.ethical.humanParticipants.researchEthics.text,center for responsible research practices,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.humanParticipants.researchEthicsCoordination.link,info.ethical.humanParticipants.researchEthicsCoordination.link,https://www.tuwien.at/fileadmin/Assets/forschung/Forschungsethik/Guidance_Document_Informed_Consent.pdf,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.ethical.humanParticipants.researchEthicsCoordination.text,info.ethical.humanParticipants.researchEthicsCoordination.text,Example Informed Consent Guide,,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.project.funder,info.project.funder,"If your project is missing, please contact [mail@address.example]. You can add project information manually, however you will have to select a funder template when exporting as funder information is not available.",,Help or information text,libs/damap/src/assets/i18n/info/en.json
info.repositories.retention,info.repositories.retention,Set the time for how long your data should remain in the repository,,Help or information text,libs/damap/src/assets/i18n/info/en.json
information.purpose.registration.id,ui.consent.information.purpose.registration.id,institutional-ID (if available),,Help or information text,apps/damap-frontend/src/assets/i18n/consent/en.json
information.purpose.registration.label,ui.consent.information.purpose.registration.label,for registration,,Form label,apps/damap-frontend/src/assets/i18n/consent/en.json
information.purpose.registration.mail,ui.consent.information.purpose.registration.mail,e-mail address,,Help or information text,apps/damap-frontend/src/assets/i18n/consent/en.json
information.purpose.registration.name,ui.consent.information.purpose.registration.name,first and last name,,Help or information text,apps/damap-frontend/src/assets/i18n/consent/en.json
information.text,ui.consent.information.text,I agree that the following personal data will be processed within the framework of the DAMAP tool:,,Help or information text,apps/damap-frontend/src/assets/i18n/consent/en.json
landing-page.servers-down,ui.landing.servers-down,Our servers seem to be down at the moment. Please try again later.,,General UI text,apps/damap-frontend/src/assets/i18n/landing-page/en.json
landing-page.servers-down-retrying,ui.landing.servers-down-retrying,Failed to establish connection to our servers. Retrying...,,General UI text,apps/damap-frontend/src/assets/i18n/landing-page/en.json
landing-page.servers-up,ui.landing.servers-up,Connection to our servers has been re-established.,,General UI text,apps/damap-frontend/src/assets/i18n/landing-page/en.json
landing-page.start,ui.landing.start,Start now,,General UI text,apps/damap-frontend/src/assets/i18n/landing-page/en.json
landing-page.title,ui.landing.title,DAMAP - a tool for machine actionable DMPs,,Page or section title,apps/damap-frontend/src/assets/i18n/landing-page/en.json
languages,ui.common.languages,Languages,,General UI text,libs/damap/src/assets/i18n/en.json
layout.dataprotection.link,ui.layout.dataprotection.link,#,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.dataprotection.text,ui.layout.dataprotection.text,Data Protection Declaration,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.gdpr,ui.layout.gdpr,GDPR Info,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.icon.dataAlert,ui.layout.icon.dataAlert,Expand the menu to access legal information,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.impressum.link,ui.layout.impressum.link,#,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.impressum.text,ui.layout.impressum.text,Impressum,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.logo.link,ui.layout.logo.link,https://www.damap.org,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.logo.text,ui.layout.logo.text,Go back to main page,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.logout,ui.layout.logout,Logout,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.admin,ui.layout.menu.admin,Admin,,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.adminSection,ui.layout.menu.adminSection,Welcome to the DAMAP Admin section.,,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.greeting,ui.layout.menu.greeting,Hi,,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.home,ui.layout.menu.home,Home,,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.infoDashboard,ui.layout.menu.infoDashboard,You can create a new DMP by clicking the 'Create New DMP' button,,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.mobile.close,ui.layout.menu.mobile.close,Close page navigation,,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.mobile.open,ui.layout.menu.mobile.open,Open page navigation,,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.plans,ui.layout.menu.plans,DMPs,,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.section,ui.layout.menu.section,"Welcome to DAMAP, a service that helps you create a Data Management Plan (DMP) for your project.",,Menu item,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.menu.titleDashboard,ui.layout.menu.titleDashboard, let's get started!,,Page or section title,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.termsandconditions.link,ui.layout.termsandconditions.link,#,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.termsandconditions.text,ui.layout.termsandconditions.text,Terms and Conditions,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
layout.version,ui.layout.version,Version,,General UI text,apps/damap-frontend/src/assets/i18n/layout/en.json
license.wizard.answer.copyleft,dmp.license.wizard.answer.copyleft,My own code,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.answer.data,dmp.license.wizard.answer.data,Data,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.answer.executable,dmp.license.wizard.answer.executable,Executable,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.answer.library,dmp.license.wizard.answer.library,Library,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.answer.licenseInteropSoftware,dmp.license.wizard.answer.licenseInteropSoftware,Based on existing software,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.answer.next,dmp.license.wizard.answer.next,Next,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.answer.software,dmp.license.wizard.answer.software,Software,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.info,dmp.license.wizard.info,More info,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.legalWarning,dmp.license.wizard.legalWarning,This is not legal advice. Please choose your license carefully.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.agpl1.description,dmp.license.wizard.license.agpl1.description,"The GNU Affero General Public License is a free, copyleft license for software and other kinds of works, specifically designed to ensure cooperation with the community in the case of network server software.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.agpl1.name,dmp.license.wizard.license.agpl1.name,Affero General Public License v1.0 only,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.agpl1plus.description,dmp.license.wizard.license.agpl1plus.description,"The GNU Affero General Public License is a free, copyleft license for software and other kinds of works, specifically designed to ensure cooperation with the community in the case of network server software. Allows content under this ""any later version"" grant to be redistributed under the GPL-3.0-or-later.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.agpl1plus.name,dmp.license.wizard.license.agpl1plus.name,Affero General Public License v1.0 or later,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.agpl3.description,dmp.license.wizard.license.agpl3.description,"The AGPL license differs from the other GNU licenses in that it was built for network software. You can distribute modified versions if you keep track of the changes and the date you made them. As per usual with GNU licenses, you must license derivatives under AGPL. It provides the same restrictions and freedoms as the GPLv3 but with an additional clause which makes it so that source code must be distributed along with web publication. Since web sites and services are never distributed in the traditional sense, the AGPL is the GPL of the web.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.agpl3.name,dmp.license.wizard.license.agpl3.name,GNU Affero General Public License v3.0 or later,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.agpl3plus.description,dmp.license.wizard.license.agpl3plus.description,"The AGPL license differs from the other GNU licenses in that it was built for network software. You can distribute modified versions if you keep track of the changes and the date you made them. As per usual with GNU licenses, you must license derivatives under AGPL. It provides the same restrictions and freedoms as the GPLv3 but with an additional clause which makes it so that source code must be distributed along with web publication. Since web sites and services are never distributed in the traditional sense, the AGPL is the GPL of the web. This license identifier refers to the choice to use code under AGPL-3.0-or-later (i.e., AGPL-3.0 or some later version), as distinguished from use of code under AGPL-3.0-only",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.agpl3plus.name,dmp.license.wizard.license.agpl3plus.name,GNU Affero General Public License v3.0 or later,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.apache1.description,dmp.license.wizard.license.apache1.description,This is the original Apache License which applies only to very old versions of Apache packages. Consider using a newer license. It allows you much freedom with the software.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.apache1.name,dmp.license.wizard.license.apache1.name,Apache License 1.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.apache1_1.description,dmp.license.wizard.license.apache1_1.description,This license allows you much freedom with the software and differs only slightly from version 1.0. Consider using a newer version.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.apache1_1.name,dmp.license.wizard.license.apache1_1.name,Apache License 1.1,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.apache2.description,dmp.license.wizard.license.apache2.description,"A license that allows you much freedom with the software, including an explicit right to a patent. ""State changes"" means that you have to include a notice in each file you modified. ",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.apache2.name,dmp.license.wizard.license.apache2.name,Apache License 2,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.artistic1.description,dmp.license.wizard.license.artistic1.description,"NOTE: This license has been superseded by the Artistic License, Version 2.0. This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.artistic1.name,dmp.license.wizard.license.artistic1.name,Artistic License 1.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.artistic1Perl.description,dmp.license.wizard.license.artistic1Perl.description,"NOTE: This license has been superseded by the Artistic License, Version 2.0. This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.artistic1Perl.name,dmp.license.wizard.license.artistic1Perl.name,Artistic License 1.0 (Perl),,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.artistic2.description,dmp.license.wizard.license.artistic2.description,This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.artistic2.name,dmp.license.wizard.license.artistic2.name,Artistic License 2.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.bsd2c.description,dmp.license.wizard.license.bsd2c.description,The BSD 2-clause license allows you almost unlimited freedom with the software so long as you include the BSD copyright notice in it.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.bsd2c.name,dmp.license.wizard.license.bsd2c.name,"BSD 2-Clause ""Simplified"" License",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.bsd3c.description,dmp.license.wizard.license.bsd3c.description,"The BSD 3-clause license allows you almost unlimited freedom with the software so long as you include the BSD copyright notice in it. ""Use trademark"" in this case means you cannot use the names of the original company or its members to endorse derived products.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.bsd3c.name,dmp.license.wizard.license.bsd3c.name,"BSD 3-Clause ""New"" or ""Revised"" License",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccBy.description,dmp.license.wizard.license.ccBy.description,This is the standard creative commons license that gives others maximum freedom to do what they want with your work.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccBy.name,dmp.license.wizard.license.ccBy.name,Creative Commons Attribution 4.0 International,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccByNc.description,dmp.license.wizard.license.ccByNc.description,A creative commons license that bans commercial use.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccByNc.name,dmp.license.wizard.license.ccByNc.name,Creative Commons Attribution Non Commercial 4.0 International,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccByNcNd.description,dmp.license.wizard.license.ccByNcNd.description,The most restrictive creative commons license. This only allows people to download and share your work for no commercial gain and for no other purposes.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccByNcNd.name,dmp.license.wizard.license.ccByNcNd.name,Creative Commons Attribution Non Commercial No Derivatives 4.0 International,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccByNcSa.description,dmp.license.wizard.license.ccByNcSa.description,A creative commons license that bans commercial use and requires you to release any modified works under this license.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccByNcSa.name,dmp.license.wizard.license.ccByNcSa.name,Creative Commons Attribution Non Commercial Share Alike 4.0 International,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccByNd.description,dmp.license.wizard.license.ccByNd.description,The no derivatives creative commons license is straightforward; you can take a work released under this license and re-distribute it but you cannot change it.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccByNd.name,dmp.license.wizard.license.ccByNd.name,Creative Commons Attribution No Derivatives 4.0 International,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccBySa.description,dmp.license.wizard.license.ccBySa.description,"This creative commons license is very similar to the regular Attribution license, but requires you to release all derivative works under this same license.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccBySa.name,dmp.license.wizard.license.ccBySa.name,Creative Commons Attribution Share Alike 4.0 International,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccPublicDomain.description,dmp.license.wizard.license.ccPublicDomain.description,"The work identified as being free of known restrictions under copyright law, including all related and neighboring rights.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccPublicDomain.name,dmp.license.wizard.license.ccPublicDomain.name,Public Domain Mark,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccZero.description,dmp.license.wizard.license.ccZero.description,"CC Zero enables scientists, educators, artists and other creators and owners of copyright- or database-protected content to waive those interests in their works and thereby place them as completely as possible in the public domain, so that others may freely build upon, enhance and reuse the works for any purposes without restriction under copyright or database law.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.ccZero.name,dmp.license.wizard.license.ccZero.name,Creative Commons Zero v1.0 Universal,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
